content_name,domain,weight,active,source_method,importance,contributesK,component_name,context_name
q_py_exceptions_addarr,py,1,1,parser,1,1,For_FloorDiv__Assign_print_Int_Add_ExceptHandler_FunctionDef_List_Str_Try_AugAssign_Return_arg,For_FloorDiv__Assign_print_Int_Add_ExceptHandler_FunctionDef_List_Str_Try_AugAssign_Return_arg
q_py_data_types2,py,1,1,parser,1,1,_print_Assign_Int_Div,_print_Assign_Int_Div
q_py_rw_file1,py,1,1,parser,1,1,_For_print_Assign_Int_If_FunctionDef_List_Lt_Str_Attribute,_For_print_Assign_Int_If_FunctionDef_List_Lt_Str_Attribute
q_py_slinkedlist1,py,1,1,parser,1,1,_Sub_FunctionDef_Str_Mod_Attribute_Nonetype_While_arg_ClassDef_If_NotEq_Gt_And_AugAssign_Return_Assign_Int_Not_Bool_Eq_print_Add_USub,_Sub_FunctionDef_Str_Mod_Attribute_Nonetype_While_arg_ClassDef_If_NotEq_Gt_And_AugAssign_Return_Assign_Int_Not_Bool_Eq_print_Add_USub
q_py_queue_num,py,1,1,parser,1,1,_Sub_FunctionDef_Str_Mod_LtE_Attribute_Nonetype_arg_ClassDef_If_NotEq_Raise_Lt_AugAssign_Return_For_Assign_Int_Or_Eq_print_Add_List,_Sub_FunctionDef_Str_Mod_LtE_Attribute_Nonetype_arg_ClassDef_If_NotEq_Raise_Lt_AugAssign_Return_For_Assign_Int_Or_Eq_print_Add_List
q_py_nested_if_elif1,py,1,1,parser,1,1,print_Assign_Int_If_Mod_Str_GtE_Eq,print_Assign_Int_If_Mod_Str_GtE_Eq
q_py_q_py_string_formatting1,py,1,1,parser,1,1,print_Int_Mod_Str_Tuple_Float,print_Int_Mod_Str_Tuple_Float
q_py_list_except1,py,1,1,parser,1,1,_For_print_Assign_Int_Add_ExceptHandler_Try_AugAssign_Tuple,_For_print_Assign_Int_Add_ExceptHandler_Try_AugAssign_Tuple
q_py_infix_to_postfix,py,1,1,parser,1,1,_Sub_FunctionDef_Str_Attribute_While_arg_ClassDef_If_NotEq_In_And_Return_For_Assign_Int_Not_GtE_Or_Eq_print_List_Dict,_Sub_FunctionDef_Str_Attribute_While_arg_ClassDef_If_NotEq_In_And_Return_For_Assign_Int_Not_GtE_Or_Eq_print_List_Dict
q_py_demoquestion2_v2,py,1,1,parser,1,1,Int_Sub_If_FunctionDef_Gt_GtE_And_Bool_Return_arg,Int_Sub_If_FunctionDef_Gt_GtE_And_Bool_Return_arg
q_py_dlinkedlist3,py,1,1,parser,1,1,_FunctionDef_Str_Attribute_Nonetype_While_arg_IsNot_ClassDef_If_NotEq_AugAssign_Return_Assign_Int_Is_Eq_print_Add_Break_List,_FunctionDef_Str_Attribute_Nonetype_While_arg_IsNot_ClassDef_If_NotEq_AugAssign_Return_Assign_Int_Is_Eq_print_Add_Break_List
q_py_demoquestion2,py,1,1,parser,1,1,Int_Sub_If_FunctionDef_Gt_GtE_And_Bool_Return_arg,Int_Sub_If_FunctionDef_Gt_GtE_And_Bool_Return_arg
q_py_list_remove1,py,1,1,parser,1,1,_print_Assign_Int_List_USub_Attribute,_print_Assign_Int_List_USub_Attribute
q_py_inheritance_person2,py,1,1,parser,1,1,print__Assign_ClassDef_FunctionDef_Str_Attribute_arg,print__Assign_ClassDef_FunctionDef_Str_Attribute_arg
q_py_dict_square,py,1,1,parser,1,1,_print_Assign_Int_FunctionDef_Str_Dict_AugAssign_Mult_arg,_print_Assign_Int_FunctionDef_Str_Dict_AugAssign_Mult_arg
q_py_for_loop1,py,1,1,parser,1,1,For__print_Assign_Int_Add,For__print_Assign_Int_Add
q_py_aliasing1,py,1,1,parser,1,1,_print_Assign_Int_List_Attribute,_print_Assign_Int_List_Attribute
q_py_obj_car1,py,1,1,parser,1,1,_print_Assign_Int_ClassDef_Sub_Add_FunctionDef_If_Lt_Attribute_Bool_Return_arg,_print_Assign_Int_ClassDef_Sub_Add_FunctionDef_If_Lt_Attribute_Bool_Return_arg
q_py_function_pass,py,1,1,parser,1,1,For__print_Pass_Assign_Int_FunctionDef_List_Str_arg,For__print_Pass_Assign_Int_FunctionDef_List_Str_arg
q_py_fun_car2,py,1,1,parser,1,1,_print_Assign_Int_Add_Sub_If_FunctionDef_Lt_Return_arg,_print_Assign_Int_Add_Sub_If_FunctionDef_Lt_Return_arg
q_py___eq__1,py,1,1,parser,1,1,print_Assign_Int_ClassDef_FunctionDef_Str_Attribute_Eq_Return_arg,print_Assign_Int_ClassDef_FunctionDef_Str_Attribute_Eq_Return_arg
q_py_demoquestion2_v3,py,1,1,parser,1,1,Int_Sub_If_FunctionDef_Lt_GtE_And_Bool_Return_arg,Int_Sub_If_FunctionDef_Lt_GtE_And_Bool_Return_arg
q_py_recursion_pascal,py,1,1,parser,1,1,_For_print_Assign_Int_Sub_Add_If_FunctionDef_List_AugAssign_Attribute_Eq_Return_arg,_For_print_Assign_Int_Sub_Add_If_FunctionDef_List_AugAssign_Attribute_Eq_Return_arg
q_py_inheritance_animal1,py,1,1,parser,1,1,_print_Assign_Int_ClassDef_FunctionDef_Str_Attribute_Return_Mult_arg,_print_Assign_Int_ClassDef_FunctionDef_Str_Attribute_Return_Mult_arg
q_py_substring1,py,1,1,parser,1,1,print_Assign_Int_Add_Slice_Str,print_Assign_Int_Add_Slice_Str
q_py_exception_asE,py,1,1,parser,1,1,For__print_Assign_Int_Add_ExceptHandler_FunctionDef_If_List_Break_Str_Try_Attribute_AugAssign_Eq_arg,For__print_Assign_Int_Add_ExceptHandler_FunctionDef_If_List_Break_Str_Try_Attribute_AugAssign_Eq_arg
q_py_fstring_format_3,py,1,1,parser,1,1,print_Assign_FormattedValue_JoinedStr_Str_Float,print_Assign_FormattedValue_JoinedStr_Str_Float
q_py_obj_account1,py,1,1,parser,1,1,_print_Assign_Int_ClassDef_Add_Sub_FunctionDef_Dict_Attribute_AugAssign_Return_arg,_print_Assign_Int_ClassDef_Add_Sub_FunctionDef_Dict_Attribute_AugAssign_Return_arg
q_py_interest_if_else1,py,1,1,parser,1,1,print_Assign_Int_Add_If_Lt_Str_Div_Mult,print_Assign_Int_Add_If_Lt_Str_Div_Mult
q_py_list_int_ref1,py,1,1,parser,1,1,print__Assign_Int_Add_FunctionDef_List,print__Assign_Int_Add_FunctionDef_List
q_py_int_ref1,py,1,1,parser,1,1,print__Assign_Int_FunctionDef_Str_Return_Mult_arg,print__Assign_Int_FunctionDef_Str_Return_Mult_arg
q_py_data_types_module,py,1,1,parser,1,1,alias__print_Int_Attribute_Is_Import,alias__print_Int_Attribute_Is_Import
q_py_output2,py,1,1,parser,1,1,print__Str_Attribute_Float,print__Str_Attribute_Float
q_py_if_elif1,py,1,1,parser,1,1,print_Assign_Int_If_Str_Mod_Eq,print_Assign_Int_If_Str_Mod_Eq
q_py_obj_bus1,py,1,1,parser,1,1,_print_Assign_Int_ClassDef_Sub_Add_FunctionDef_If_Lt_Gt_Attribute_Bool_Return_arg,_print_Assign_Int_ClassDef_Sub_Add_FunctionDef_If_Lt_Gt_Attribute_Bool_Return_arg
q_py_2d_arrays3,py,1,1,parser,1,1,_For_print_Assign_Int_comprehension_Add_Sub_List_ListComp_Mult,_For_print_Assign_Int_comprehension_Add_Sub_List_ListComp_Mult
q_py___gt__1,py,1,1,parser,1,1,print__Assign_Int_ClassDef_FunctionDef_Gt_Str_Attribute_Return_arg,print__Assign_Int_ClassDef_FunctionDef_Gt_Str_Attribute_Return_arg
q_py_tree_inorder_traverse,py,1,1,parser,1,1,alias_ImportFrom__print_Assign_Int_If_FunctionDef_NotEq_Attribute_Nonetype_Mult_arg,alias_ImportFrom__print_Assign_Int_If_FunctionDef_NotEq_Attribute_Nonetype_Mult_arg
q_py_bubble_sort_2,py,1,1,parser,1,1,For__print_Assign_Int_Sub_Add_If_FunctionDef_List_USub_Gt_Return_Mult_arg,For__print_Assign_Int_Sub_Add_If_FunctionDef_List_USub_Gt_Return_Mult_arg
q_py_output3,py,1,1,parser,1,1,print__Assign_Int_Add_Str_Attribute_Mult,print__Assign_Int_Add_Str_Attribute_Mult
q_py_list_append1,py,1,1,parser,1,1,For__print_Assign_Int_Add_List_USub_Attribute,For__print_Assign_Int_Add_List_USub_Attribute
q_py_file1,py,1,1,parser,1,1,alias__print_Assign_Int_Str_Attribute_Import,alias__print_Assign_Int_Str_Attribute_Import
q_py_list_access2,py,1,1,parser,1,1,For__print_Assign_Int_List_Mult,For__print_Assign_Int_List_Mult
q_py_value_except1,py,1,1,parser,1,1,print__Assign_Int_ExceptHandler_FunctionDef_List_Str_Try_arg,print__Assign_Int_ExceptHandler_FunctionDef_List_Str_Try_arg
q_py_2d_arrays2,py,1,1,parser,1,1,_For_Assign_Int_comprehension_Add_Sub_List_ListComp_Mult,_For_Assign_Int_comprehension_Add_Sub_List_ListComp_Mult
q_py_data_types_functions,py,1,1,parser,1,1,print__Assign_Int_Add_FunctionDef,print__Assign_Int_Add_FunctionDef
q_py_demoquestion,py,1,1,parser,1,1,Str,Str
q_py_q_py_datatype1,py,1,1,parser,1,1,_Assign_Int_Div_Is,_Assign_Int_Div_Is
q_py_dict_access1,py,1,1,parser,1,1,print_Assign_Int_Str_Dict,print_Assign_Int_Str_Dict
q_py_while_loop2,py,1,1,parser,1,1,print_Assign_Int_Add_Lt_While,print_Assign_Int_Add_Lt_While
q_py_fstring_format_2,py,1,1,parser,1,1,print_Assign_FormattedValue_JoinedStr_Str_Float,print_Assign_FormattedValue_JoinedStr_Str_Float
q_py_arithmetic2,py,1,1,parser,1,1,Pow_Assign_Int_Add_Mult,Pow_Assign_Int_Add_Mult
q_py_obj_point1,py,1,1,parser,1,1,_print_Assign_Int_ClassDef_Sub_If_FunctionDef_Gt_Str_Attribute_Return_arg,_print_Assign_Int_ClassDef_Sub_If_FunctionDef_Gt_Str_Attribute_Return_arg
q_py_exchange1,py,1,1,parser,1,1,Assign_Int_Sub_Float_Mult,Assign_Int_Sub_Float_Mult
q_py_bubble_sort_1,py,1,1,parser,1,1,For__print_Assign_Int_Sub_Add_If_FunctionDef_List_USub_Lt_Return_Mult_arg,For__print_Assign_Int_Sub_Add_If_FunctionDef_List_USub_Lt_Return_Mult_arg
q_py_file2,py,1,1,parser,1,1,_For_print_Assign_Int_Add_Str_Attribute_AugAssign_Div_Float,_For_print_Assign_Int_Add_Str_Attribute_AugAssign_Div_Float
q_py_list_access1,py,1,1,parser,1,1,print_Assign_Int_List_USub,print_Assign_Int_List_USub
q_py_2d_arrays1,py,1,1,parser,1,1,Assign_List_Int_Add,Assign_List_Int_Add
q_py_dict_access2,py,1,1,parser,1,1,print__Assign_Int_Add_Sub_Str_Dict,print__Assign_Int_Add_Sub_Str_Dict
q_py_nested_if1,py,1,1,parser,1,1,print_Assign_Int_If_Gt_Lt_Tuple,print_Assign_Int_If_Gt_Lt_Tuple
q_py_q_py_string_formatting,py,1,1,parser,1,1,print_Int_Mod_Str_Tuple_Float,print_Int_Mod_Str_Tuple_Float
q_py_while_loop1,py,1,1,parser,1,1,print_Assign_Int_Add_Lt_While,print_Assign_Int_Add_Lt_While
q_py_output4,py,1,1,parser,1,1,print__Int_Str_Attribute_Float,print__Int_Str_Attribute_Float
q_py_nested_for_loop,py,1,1,parser,1,1,For__print_Assign_Int_Sub_USub_Str_keyword,For__print_Assign_Int_Sub_USub_Str_keyword
q_py_fstring_format_1,py,1,1,parser,1,1,print_Assign_Int_FormattedValue_JoinedStr_Str,print_Assign_Int_FormattedValue_JoinedStr_Str
q_py_arithmetic1,py,1,1,parser,1,1,FloorDiv_print_Assign_Int_Sub,FloorDiv_print_Assign_Int_Sub
q_py_str_ref1,py,1,1,parser,1,1,_print_Assign_FunctionDef_Str_Attribute_Return_arg,_print_Assign_FunctionDef_Str_Attribute_Return_arg
q_py_list_str_ref1,py,1,1,parser,1,1,_print_Assign_Int_FunctionDef_List_Str_Attribute_Return_arg,_print_Assign_Int_FunctionDef_List_Str_Attribute_Return_arg
q_py_account_logic1,py,1,1,parser,1,1,Assign_Int_Add_Sub_Gt_GtE_Or,Assign_Int_Add_Sub_Gt_GtE_Or
q_py_exchange2,py,1,1,parser,1,1,_Assign_Int_Sub_Div_Float,_Assign_Int_Sub_Div_Float
q_py_exception_assertion,py,1,1,parser,1,1,For__print_Assign_Int_Add_ExceptHandler_FunctionDef_List_Str_Try_AugAssign_Attribute_Assert_arg,For__print_Assign_Int_Add_ExceptHandler_FunctionDef_List_Str_Try_AugAssign_Attribute_Assert_arg
q_py_swap1,py,1,1,parser,1,1,print_Assign_Int_Add,print_Assign_Int_Add
q_py_2d_arrays4,py,1,1,parser,1,1,For__Assign_Int_Add_If_List_Gt_AugAssign,For__Assign_Int_Add_If_List_Gt_AugAssign
q_py_obj_student1,py,1,1,parser,1,1,_For_print_Assign_Int_ClassDef_Add_Sub_FunctionDef_If_List_Gt_Str_Attribute_Div_Float_Return_arg,_For_print_Assign_Int_ClassDef_Add_Sub_FunctionDef_If_List_Gt_Str_Attribute_Div_Float_Return_arg
q_py_reference_list1,py,1,1,parser,1,1,_print_Assign_Int_FunctionDef_List_Attribute_Return_arg,_print_Assign_Int_FunctionDef_List_Attribute_Return_arg
q_py_output1,py,1,1,parser,1,1,print__Str_Attribute_Float,print__Str_Attribute_Float
q_py_interest_if_elif1,py,1,1,parser,1,1,print_Assign_Int_Add_If_Lt_Str_Div_Mult,print_Assign_Int_Add_If_Lt_Str_Div_Mult
q_py_file3,py,1,1,parser,1,1,_For_print_Assign_Int_Add_Str_AugAssign_Attribute,_For_print_Assign_Int_Add_Str_AugAssign_Attribute
q_py_fstring_format_4,py,1,1,parser,1,1,print__Assign_Int_FormattedValue_FunctionDef_JoinedStr_Str_Float_Return_Mult_arg,print__Assign_Int_FormattedValue_FunctionDef_JoinedStr_Str_Float_Return_Mult_arg
q_py_stack_num,py,1,1,parser,1,1,_print_Assign_Int_ClassDef_FunctionDef_List_Attribute_Return_arg,_print_Assign_Int_ClassDef_FunctionDef_List_Attribute_Return_arg
q_py_Inheritance_person1,py,1,1,parser,1,1,print__Pass_Assign_ClassDef_FunctionDef_Str_Attribute_arg,print__Pass_Assign_ClassDef_FunctionDef_Str_Attribute_arg
q_py_queue,py,1,1,parser,1,1,alias_ImportFrom_print_Assign__Int_Add_Attribute_Mult,alias_ImportFrom_print_Assign__Int_Add_Attribute_Mult
q_py_dlinkedlist1,py,1,1,parser,1,1,_IsNot_print_Assign_Int_ClassDef_Add_If_FunctionDef_NotEq_Str_Attribute_AugAssign_Nonetype_Is_Return_While_arg,_IsNot_print_Assign_Int_ClassDef_Add_If_FunctionDef_NotEq_Str_Attribute_AugAssign_Nonetype_Is_Return_While_arg
q_py_add_two_lists1,py,1,1,parser,1,1,For__print_Assign_Int_Add_List_Attribute,For__print_Assign_Int_Add_List_Attribute
q_py_infix_to_postfix2,py,1,1,parser,1,1,_Sub_FunctionDef_Str_Attribute_While_arg_ClassDef_If_NotEq_In_And_Return_For_Assign_Int_Not_GtE_Or_Eq_print_List_Dict,_Sub_FunctionDef_Str_Attribute_While_arg_ClassDef_If_NotEq_In_And_Return_For_Assign_Int_Not_GtE_Or_Eq_print_List_Dict
q_py_sequential_search,py,1,1,parser,1,1,_print_Assign_Int_Add_Not_FunctionDef_If_List_Lt_USub_And_Bool_Eq_While_Return_arg,_print_Assign_Int_Add_Not_FunctionDef_If_List_Lt_USub_And_Bool_Eq_While_Return_arg
q_py_aliasing2,py,1,1,parser,1,1,_print_Assign_Int_List_list_Attribute,_print_Assign_Int_List_list_Attribute
q_py_tuple,py,1,1,parser,1,1,_print_Assign_Int_Add_FunctionDef_Str_Tuple_Return_Mult_arg,_print_Assign_Int_Add_FunctionDef_Str_Tuple_Return_Mult_arg
q_py_obj_car2,py,1,1,parser,1,1,_print_Assign_Int_ClassDef_Sub_Add_FunctionDef_If_Lt_Gt_Attribute_Bool_Return_arg,_print_Assign_Int_ClassDef_Sub_Add_FunctionDef_If_Lt_Gt_Attribute_Bool_Return_arg
q_py_q_py_string_formatting_v1,py,1,1,parser,1,1,print_Int_Mod_Str_Tuple_Float,print_Int_Mod_Str_Tuple_Float
q_py_fun_car1,py,1,1,parser,1,1,_print_Assign_Int_Add_Sub_FunctionDef_Return_arg,_print_Assign_Int_Add_Sub_FunctionDef_Return_arg
q_py_reference_reverse,py,1,1,parser,1,1,_print_Assign_Int_FunctionDef_List_Attribute_Return_arg,_print_Assign_Int_FunctionDef_List_Attribute_Return_arg
q_py___eq__2,py,1,1,parser,1,1,print__Assign_Int_ClassDef_FunctionDef_Str_Attribute_Eq_Return_arg,print__Assign_Int_ClassDef_FunctionDef_Str_Attribute_Eq_Return_arg
q_py_nested_for_while,py,1,1,parser,1,1,_For_print_Assign_Int_Add_List_Lt_Str_Attribute_keyword_While,_For_print_Assign_Int_Add_List_Lt_Str_Attribute_keyword_While
q_py_nested_while1,py,1,1,parser,1,1,print_Assign_Int_Add_Lt_While,print_Assign_Int_Add_Lt_While
q_py_rw_file2,py,1,1,parser,1,1,_For_print_Assign_Int_Add_Slice_List_Str_Attribute,_For_print_Assign_Int_Add_Slice_List_Str_Attribute
q_py_recursion1,py,1,1,parser,1,1,print__Assign_Int_Sub_If_FunctionDef_Lt_Str_Return_keyword_arg,print__Assign_Int_Sub_If_FunctionDef_Lt_Str_Return_keyword_arg
q_py_max_index_search,py,1,1,parser,1,1,For__Assign_Int_Add_If_List_USub_Gt_Mult,For__Assign_Int_Add_If_List_USub_Gt_Mult
q_py_q_py_string_formatting2,py,1,1,parser,1,1,print_Assign_Mod_Str,print_Assign_Mod_Str
q_py_nested_if_elif2,py,1,1,parser,1,1,print_Assign_Int_Add_If_NotEq_Gt_Str_And_Or_Eq,print_Assign_Int_Add_If_NotEq_Gt_Str_And_Or_Eq
q_py_concat_strings1,py,1,1,parser,1,1,print_Assign_Int_Add_Lt_Str_AugAssign_While,print_Assign_Int_Add_Lt_Str_AugAssign_While
q_py_if_elif1_v1,py,1,1,parser,1,1,print_Assign_Int_Add_If_Str_Mod_Eq,print_Assign_Int_Add_If_Str_Mod_Eq
q_py_demoquestion2_v1,py,1,1,parser,1,1,Int_Sub_If_FunctionDef_Gt_GtE_And_Bool_Return_arg,Int_Sub_If_FunctionDef_Gt_GtE_And_Bool_Return_arg
q_py_tree_preorder_traverse,py,1,1,parser,1,1,alias_ImportFrom_print__Assign_Int_If_FunctionDef_NotEq_Attribute_Nonetype_Mult_arg,alias_ImportFrom_print__Assign_Int_If_FunctionDef_NotEq_Attribute_Nonetype_Mult_arg
q_py_comparison_logic1,py,1,1,parser,1,1,print_Assign_Int_NotEq_Lt,print_Assign_Int_NotEq_Lt
q_py_demoquestion1,py,1,1,parser,1,1,Pass_FunctionDef_arg,Pass_FunctionDef_arg
q_py_aliasing3,py,1,1,parser,1,1,print_Assign_Int_Str,print_Assign_Int_Str
